日期,最高温度,最低温度,白天天气,夜晚天气,白天风力,夜晚风力
2025-04-13,9,5,多云,小雨,西北风 4-5级,西北风 5-6级
2025-04-14,12,6,多云,晴,西北风 3-4级,西北风 3-4级
2025-04-15,17,9,晴,晴,西南风 3-4级,东南风 3-4级
2025-04-16,14,8,多云,多云,东风 4-5级,东风 3-4级
2025-04-17,16,10,多云,多云,东北风 4-5级,北风 4-5级
2025-04-18,16,8,阴,小到中雨,北风 1-3级,北风 3-4级
2025-04-19,16,8,晴,晴,西风 3-4级,东南风 3-4级
2025-04-20,17,9,晴,晴,南风 3-4级,东南风 3-4级
2025-04-21,16,11,多云,小雨,南风 4-5级,北风 4-5级
2025-04-22,19,10,晴,晴,北风 4-5级,西北风 3-4级
2025-04-23,20,11,晴,晴,西南风 4-5级,北风 4-5级
2025-04-24,17,9,晴,晴,西风 4-5级,西风 3-4级
2025-04-25,19,11,晴,晴,西南风 3-4级,南风 3-4级
2025-04-26,22,11,多云,雷阵雨,西南风 4-5级,北风 4-5级
2025-04-27,16,8,阵雨,晴,北风 4-5级,西北风 3-4级
2025-04-28,19,10,晴,晴,北风 4-5级,南风 3-4级
2025-04-29,22,14,晴,多云,南风 4-5级,南风 3-4级
2025-04-30,22,11,阴,雷阵雨,南风 3-4级,西北风 4-5级
2025-05-01,18,10,晴,多云,西北风 4-5级,西风 3-4级
2025-05-02,16,10,阵雨,多云,西南风 3-4级,西北风 3-4级
2025-05-03,18,11,晴,晴,西北风 4-5级,西风 3-4级
2025-05-04,20,12,晴,多云,西风 4-5级,南风 3-4级
2025-05-05,17,10,多云,雷阵雨,东南风 4-5级,北风 3-4级
2025-05-06,17,10,多云,晴,北风 3-4级,西南风 3-4级
2025-05-07,17,11,晴,多云,南风 3-4级,南风 3-4级
2025-05-08,17,12,多云,多云,南风 4-5级,东南风 3-4级
2025-05-09,15,11,小雨,中雨,东北风 3-4级,西北风 4-5级
2025-05-10,19,12,多云,晴,西北风 4-5级,西风 4-5级
2025-05-11,22,14,晴,晴,南风 4-5级,南风 4-5级
2025-05-12,21,16,晴,晴,东南风 4-5级,东南风 4-5级
2025-05-13,24,15,晴,晴,南风 4-5级,南风 3-4级
2025-05-14,22,12,阴,多云,北风 4-5级,北风 3-4级
2025-05-15,22,12,晴,晴,西南风 3-4级,南风 3-4级
2025-05-16,16,11,多云,雷阵雨,东南风 4-5级,南风 4-5级
2025-05-17,19,12,多云,晴,西北风 4-5级,西南风 3-4级
2025-05-18,21,14,多云,阵雨,南风 4-5级,南风 4-5级
2025-05-19,23,14,多云,晴,南风 3-4级,东风 3-4级
2025-05-20,20,14,多云,多云,东风 4-5级,东北风 3-4级
2025-05-21,23,16,晴,晴,东北风 4-5级,东北风 4-5级
2025-05-22,25,15,多云,小雨,北风 4-5级,北风 4-5级
2025-05-23,21,13,多云,晴,东北风 3-4级,东北风 3-4级
2025-05-24,23,16,晴,晴,西南风 3-4级,西南风 3-4级
2025-05-25,24,15,晴,晴,北风 3-4级,南风 1-3级
2025-05-26,23,16,晴,多云,南风 3-4级,东南风 3-4级
2025-05-27,20,14,阵雨,阵雨,东南风 4-5级,东南风 4-5级
2025-05-28,23,15,多云,多云,东南风 4-5级,东南风 3-4级
2025-05-29,23,16,晴,晴,东南风 3-4级,东南风 3-4级
2025-05-30,24,17,晴,多云,东南风 3-4级,东南风 3-4级
2025-05-31,23,16,多云,阴,东南风 3-4级,东南风 3-4级
2025-06-01,24,17,晴,多云,南风 3-4级,南风 3-4级
2025-06-02,24,18,多云,多云,南风 4-5级,西北风 3-4级
2025-06-03,26,18,晴,晴,西风 4-5级,西北风 4-5级
2025-06-04,27,18,晴,晴,西北风 4-5级,西南风 4-5级
2025-06-05,28,20,晴,多云,西南风 4-5级,东北风 4-5级
2025-06-06,28,18,多云,多云,东风 3-4级,东北风 4-5级
2025-06-07,26,16,晴,晴,东北风 4-5级,南风 3-4级
2025-06-08,26,16,晴,多云,南风 3-4级,南风 3-4级
2025-06-09,22,16,中雨,阴,南风 4-5级,北风 3-4级
2025-06-10,26,18,晴,晴,西北风 4-5级,西南风 3-4级
2025-06-11,29,20,晴,晴,西南风 4-5级,西南风 3-4级
2025-06-12,28,18,晴,晴,南风 4-5级,南风 4-5级
2025-06-13,25,19,多云,多云,东南风 4-5级,东风 3-4级
2025-06-14,24,18,阵雨,中雨,东风 3-4级,东南风 4-5级
2025-06-15,25,19,小到中雨,多云,南风 4-5级,南风 3-4级
2025-06-16,25,17,阵雨,晴,南风 4-5级,西风 3-4级
2025-06-17,28,20,晴,多云,西南风 3-4级,东南风 3-4级
2025-06-18,28,22,多云,雷阵雨,东南风 4-5级,南风 4-5级
2025-06-19,25,20,多云,中雨,东南风 4-5级,东风 3-4级
2025-06-20,27,20,多云,晴,北风 4-5级,西北风 3-4级
2025-06-21,28,21,晴,晴,西风 3-4级,西风 3-4级
2025-06-22,31,21,晴,晴,西风 3-4级,南风 1-3级
2025-06-23,30,21,晴,晴,南风 3-4级,东南风 3-4级
2025-06-24,28,22,晴,晴,东南风 3-4级,北风 1-3级
2025-06-25,29,22,晴,多云,南风 3-4级,南风 3-4级
2025-06-26,29,22,多云,阵雨,南风 3-4级,南风 3-4级
2025-06-27,25,20,阵雨,阵雨,东南风 3-4级,东风 3-4级
2025-06-28,25,22,阴,阴,西南风 3-4级,南风 3-4级
2025-06-29,26,22,小雨,中雨,东南风 3-4级,南风 4-5级
2025-06-30,25,22,小到中雨,多云,南风 4-5级,南风 4-5级
2025-07-01,30,24,小雨,中雨,南风 4-5级,南风 4-5级
2025-07-02,28,23,多云,阴,西南风 3-4级,南风 3-4级
2025-07-03,29,23,雷阵雨,中到大雨,南风 4-5级,西南风 4-5级
2025-07-04,30,25,晴,雷阵雨,西南风 3-4级,西南风 3-4级
2025-07-05,33,25,多云,阵雨,西南风 3-4级,北风 3-4级
2025-07-06,31,24,晴,晴,东北风 3-4级,东北风 3-4级
2025-07-07,30,24,多云,阴,东风 3-4级,东南风 3-4级
2025-07-08,29,24,多云,晴,东南风 1-3级,东南风 1-3级
2025-07-09,31,24,晴,晴,东南风 1-3级,东南风 1-3级
2025-07-10,32,25,晴,晴,东南风 3-4级,东南风 3-4级
2025-07-11,31,25,晴,晴,东南风 3-4级,东南风 3-4级
2025-07-12,31,24,晴,雷阵雨,南风 3-4级,南风 3-4级
2025-07-13,31,25,多云,晴,北风 4-5级,北风 4-5级
2025-07-14,32,25,晴,晴,北风 4-5级,北风 4-5级
